Check,ID,Name,Type,Rarity,Drop Category,Character Category
[ ],1937,Blackbeard - The Darkness that Challenges the Sun,INT,5,Treasure Map,Rare Recruit
[ ],1938,Thatch - Dual-Wielding Swordsman Clutching Darkness,DEX,4,Treasure Map,Rare Recruit
[ ],1939,Twin-Blade Thatch - Soul Mourned by Flame,DEX,5,Treasure Map,Rare Recruit
[ ],1950,Nico Robin - Successor to the Will of Ohara,PSY,5,Normal,Legend
[ ],1951,Nico Robin - Void Century Archaeologist,PSY,6,Normal,Legend
[ ],1952,Koala - Be My Valentine,INT,4,Normal,Rare Recruit
[ ],1953,Koala - You're My Valentine,INT,5,Normal,Rare Recruit
[ ],1954,Nami - Be My Valentine,QCK,4,Normal,Rare Recruit
[ ],1955,Nami - You're My Valentine,QCK,5,Normal,Rare Recruit
[ ],1956,Carrot - Be My Valentine,STR,4,Normal,Rare Recruit
[ ],1957,Carrot - You're My Valentine,STR,5,Normal,Rare Recruit
[ ],1958,Shirahoshi - Be My Valentine,DEX,4,Normal,Rare Recruit
[ ],1959,Shirahoshi - You're My Valentine,DEX,5,Normal,Rare Recruit
[ ],1967,Boa Hancock - Be My Valentine,STR,4,Treasure Map,Rare Recruit
[ ],1968,Boa Hancock - You're My Valentine,STR,5,Treasure Map,Rare Recruit
[ ],1969,Miss Valentine - Be My Valentine,DEX,4,Treasure Map,Rare Recruit
[ ],1970,Miss Valentine - You're My Valentine,DEX,5,Treasure Map,Rare Recruit
[ ],1973,Basil Hawkins - Stoic Fortune Teller,STR,4,Limited RR,Rare Recruit
[ ],1974,Basil Hawkins the Magician - Practitioner of Curses,STR,5,Limited RR,Rare Recruit
[ ],1984,Luffy & Ace - Battlefield Reunion,Dual,5,Normal,Legend
[ ],1985,Luffy & Ace - High Seas' Pirate,Dual,6,Normal,Legend
[ ],1986,Marco - Protector of His Will,STR,4,Normal,Rare Recruit
[ ],1987,Marco the Phoenix - Protector of His Will,STR,5,Normal,Rare Recruit
[ ],1988,Little Oars Jr. - Breaking Through the Barricade,PSY,4,Normal,Rare Recruit
[ ],1989,"""Charging!"" Little Oars Jr. - Breaking Through the Barricade",PSY,5,Normal,Rare Recruit
[ ],1990,Monkey D. Garp - Steadfast Vice Admiral,QCK,4,Normal,Rare Recruit
[ ],1991,Garp the Fist - Suffering Hero,QCK,5,Normal,Rare Recruit
[ ],1992,Coby - Vigilance Stretched Thin,QCK,4,Normal,Rare Recruit
[ ],1993,Petty Officer Coby - The Decision to Fight,QCK,5,Normal,Rare Recruit
[ ],2001,Trafalgar Law - Former Warlord of the Sea,PSY,6+,Normal,Legend
[ ],2006,Shanks - Emperor Who Rewards Courage,INT,5,Normal,Legend
[ ],2007,Red-Haired Shanks - Emperor Who Will Change the World's Fate,INT,6,Normal,Legend
[ ],2008,Bartholomew Kuma - Warlord Who Crushes Hope,INT,4,Treasure Map,Rare Recruit
[ ],2009,Bartholomew Kuma - The Promised Tyrant,INT,5,Treasure Map,Rare Recruit
[ ],2010,Monet - Woman Who Attacks the Weak,INT,4,Treasure Map,Rare Recruit
[ ],2011,Monet - Snow Woman Who Challenges a Wild Beast,INT,5,Treasure Map,Rare Recruit
[ ],2012,Jewelry Bonney - New World Challenger,STR,4,Limited RR,Rare Recruit
[ ],2013,Big Eater Jewelry Bonney - Captive Supernova,STR,5,Limited RR,Rare Recruit
[ ],2022,Akainu - Fateful Struggle to the Death,INT,5,Normal,Legend
[ ],2023,Sakazuki - Fateful Struggle to the Death,INT,6,Normal,Legend
[ ],2024,Aokiji - Fateful Struggle to the Death,PSY,5,Normal,Legend
[ ],2025,Kuzan - Fateful Struggle to the Death,PSY,6,Normal,Legend
[ ],2026,Hina - Prison that Prevents Rescue,PSY,4,Normal,Rare Recruit
[ ],2027,Black Cage Hina - Prison that Prevents Rescue,PSY,5,Normal,Rare Recruit
[ ],2028,Sengoku - One Who Leads the Way to Victory,QCK,4,Normal,Rare Recruit
[ ],2029,Buddha Sengoku - One Who Leads the Way to Victory,QCK,5,Normal,Rare Recruit
[ ],2030,Brannew - Information for Justice,INT,4,Normal,Rare Recruit
[ ],2031,Brannew - Arguing Against Absolute Justice,INT,5,Normal,Rare Recruit
[ ],2034,Borsalino - Navy HQ Powerhouse,PSY,6+,Normal,Legend
[ ],2035,Buggy the Genius Jester,INT,6+,Normal,Legend
[ ],2038,Boa Hancock - Beautiful Snake Princess,QCK,4,Limited RR,Rare Recruit
[ ],2039,"""Empress"" Boa Hancock - Beautiful Snake Princess",QCK,5,Limited RR,Rare Recruit
[ ],2040,Edward Newgate - Memories from Before the Great Era of Piracy,STR,4,Limited RR,Rare Recruit
[ ],2041,"""Whitebeard"" Edward Newgate - Memories from Before the Great Era of Piracy",STR,5,Limited RR,Rare Recruit
[ ],2047,Koala - Corruption-Hunting Revolutionary,QCK,4,Limited RR,Rare Recruit
[ ],2048,Koala - Corruption-Exposing Revolutionary,QCK,5,Limited RR,Rare Recruit
[ ],2049,Gecko Moria - Nightmare of Shadows,INT,4,Limited RR,Rare Recruit
[ ],2050,Gecko Moria - Undead Army Leader,INT,5,Limited RR,Rare Recruit
[ ],2059,Ben Beckman - Light-Stopping Gun Barrel,STR,4,Treasure Map,Rare Recruit
[ ],2060,Ben Beckman - Light-Threatening Gun Barrel,STR,5,Treasure Map,Rare Recruit
[ ],2061,Scratchmen Apoo - Light-Shaking Sound,STR,4,Treasure Map,Rare Recruit
[ ],2062,"""Roar of the Sea"" Scratchmen Apoo - Light-Shaking Sound",STR,5,Treasure Map,Rare Recruit
[ ],2066,Knight of the Sea Jinbe - Straw Hat Luffy's Conspirator,INT,6+,Normal,Legend
[ ],2067,Tashigi - Smoker's Right Hand,PSY,4,Limited RR,Rare Recruit
[ ],2068,Tashigi - Haki-Wielding Swordswoman,PSY,5,Limited RR,Rare Recruit
[ ],2071,ChoBro,INT,4,Normal,Rare Recruit
[ ],2072,Sweets Country ChoBro,INT,5,Normal,Rare Recruit
[ ],2073,Monkey D. Luffy - Gum-Gum Power's Potential,QCK,5,Normal,Legend
[ ],2074,Straw Hat Luffy - Gum-Gum Power's Potential,QCK,6,Normal,Legend
[ ],2075,Nami - Navigator Mapping the World,DEX,5,Normal,Legend
[ ],2076,Nami - Cat Burglar Conning the World,DEX,6,Normal,Legend
[ ],2077,Carrot - Rabbit in the Forest of Sweets,PSY,4,Normal,Rare Recruit
[ ],2078,Carrot - Cute Rabbit in the Forest of Sweets,PSY,5,Normal,Rare Recruit
[ ],2079,Brook - Whole Cake Chateau Intruder,STR,4,Normal,Rare Recruit
[ ],2080,Soul King Brook - Whole Cake Chateau Intruder,STR,5,Normal,Rare Recruit
[ ],2081,Pedro - Soul King's Ally,QCK,4,Normal,Rare Recruit
[ ],2082,Pedro - Soul King's Friend,QCK,5,Normal,Rare Recruit
[ ],2083,Vinsmoke Reiju - Celebrate the Long Cruise,QCK,4,Limited RR,Rare Recruit
[ ],2084,Vinsmoke Reiju - Celebrate the Exciting Cruise,QCK,5,Limited RR,Rare Recruit
[ ],2085,Sanji - Celebrate the Long Cruise,DEX,4,Limited RR,Rare Recruit
[ ],2086,Sanji - Celebrate the Exciting Cruise,DEX,5,Limited RR,Rare Recruit
[ ],2098,"""Gold Emperor"" Gild Tesoro",QCK,5,Normal,Legend
[ ],2099,Golden Tesoro,QCK,6,Normal,Legend
[ ],2100,Dice - VIP Room Dealer,STR,4,Normal,Rare Recruit
[ ],2101,Dice - Golden Armor,STR,5,Normal,Rare Recruit
[ ],2102,Baccarat - VIP Room Concierge,INT,4,Normal,Rare Recruit
[ ],2103,Baccarat - Golden Armor,INT,5,Normal,Rare Recruit
[ ],2104,Mr. Tanaka - Casino Security Guard,DEX,4,Normal,Rare Recruit
[ ],2105,Mr. Tanaka - Golden Armor,DEX,5,Normal,Rare Recruit
[ ],2106,"""Thief-Girl"" Carina",PSY,4,Normal,Rare Recruit
[ ],2107,Phantom Thief Carina,PSY,5,Normal,Rare Recruit
[ ],2112,Charlotte Katakuri,STR,5,Normal,Legend
[ ],2113,Charlotte Katakuri - Big Mom Pirates Sweet 3,STR,6,Normal,Legend
[ ],2114,Charlotte Brulee,PSY,4,Normal,Rare Recruit
[ ],2115,Charlotte Brulee - Big Mom Pirates,PSY,5,Normal,Rare Recruit
[ ],2116,Charlotte Amande,INT,4,Normal,Rare Recruit
[ ],2117,Charlotte Amande - Big Mom Pirates,INT,5,Normal,Rare Recruit
[ ],2118,Bobbin,QCK,4,Normal,Rare Recruit
[ ],2119,Bobbin - Big Mom Pirates,QCK,5,Normal,Rare Recruit
[ ],2120,Charlotte Oven,DEX,4,Normal,Rare Recruit
[ ],2121,Charlotte Oven - Big Mom Pirates,DEX,5,Normal,Rare Recruit
[ ],2131,Emporio Ivankov - New Kama: A New Human,PSY,4,Treasure Map,Rare Recruit
[ ],2132,Emporio Ivankov - God of Queens,PSY,5,Treasure Map,Rare Recruit
[ ],2133,Jozu - Sand-Proof Diamond,DEX,4,Treasure Map,Rare Recruit
[ ],2134,Diamond Jozu - Sandstorm-Resistant Diamond,DEX,5,Treasure Map,Rare Recruit
[ ],2135,Mr. 1 - The Blade that Creates Utopia,QCK,4,Treasure Map,Rare Recruit
[ ],2138,"""Garuda"" Vinsmoke Judge - Science Military Germa 66",INT,6+,Normal,Legend
[ ],2139,"""Poison Pink"" Vinsmoke Reiju - Science Military Germa 66",PSY,5+,Normal,Rare Recruit
[ ],2140,"""Sparking Red"" Vinsmoke Ichiji - Science Military Germa 66",QCK,5+,Normal,Rare Recruit
[ ],2141,"""Electric Blue"" Vinsmoke Niji - Science Military Germa 66",DEX,5+,Normal,Rare Recruit
[ ],2142,"""Winch Green"" Vinsmoke Yonji - Science Military Germa 66",STR,5+,Normal,Rare Recruit
[ ],2147,Vinsmoke Sanji - Germa Kingdom's Sacrifice,PSY,5,Normal,Legend
[ ],2148,Vinsmoke Sanji - Germa Kingdom's Savior,PSY,6,Normal,Legend
[ ],2149,Zeff - Baratie Owner,STR,4,Normal,Rare Recruit
[ ],2150,Zeff - The Ferocious Fighting Cooks' Caretaker,STR,5,Normal,Rare Recruit
[ ],2151,Charlotte Pudding - Deceitful Tears,QCK,4,Normal,Rare Recruit
[ ],2152,Charlotte Pudding - Wicked Woman,QCK,5,Normal,Rare Recruit
[ ],2153,Baron Tamago - Gentlemanly Knight,DEX,4,Normal,Rare Recruit
[ ],2154,Baron Tamago - Pedro's Arch-Rival,DEX,5,Normal,Rare Recruit
[ ],2155,Pekoms - Former Mokomo Dukedom Resident,INT,4,Normal,Rare Recruit
[ ],2156,Pekoms - Returning Home,INT,5,Normal,Rare Recruit
[ ],2159,Magellan - Judgment of Hell,DEX,6+,Normal,Legend
[ ],2160,Donquixote Doflamingo - Pirate Warlord of the Sea,QCK,4,Limited RR,Rare Recruit
[ ],2161,Donquixote Doflamingo - Strongman of the Paramount War,QCK,5,Limited RR,Rare Recruit
[ ],2168,Dogstorm - Mokomo Dukedom's Greatest Warrior,INT,4,Treasure Map,Rare Recruit
[ ],2169,Dogstorm: King of the Day - Mokomo Dukedom's Greatest Warrior,INT,5,Treasure Map,Rare Recruit
[ ],2170,Shishilian - Mokomo Dukedom's Dogstorm Musketeers Captain,DEX,4,Treasure Map,Rare Recruit
[ ],2171,Full-Power Shishilian - Mokomo Dukedom's Dogstorm Musketeers Captain,DEX,5,Treasure Map,Rare Recruit
[ ],2172,Shirahoshi - Midsummer Mermaid,PSY,4,Limited RR,Rare Recruit
[ ],2173,Shirahoshi - Deep Sea Mermaid,PSY,5,Limited RR,Rare Recruit
[ ],2180,Whitebeard & Marco - Paramount War Frontline,Dual,5,Normal,Legend
[ ],2181,Whitebeard & Marco - Paramount War Fierce Battle,Dual,6,Normal,Legend
[ ],2182,Boa Hancock - Marineford at War: Pirate Empress,INT,4,Normal,Rare Recruit
[ ],2183,Boa Hancock - Marineford in Chaos: Pirate Empress,INT,5,Normal,Rare Recruit
[ ],2184,Dracule Mihawk - Marineford at War: Master Swordsman,PSY,4,Normal,Rare Recruit
[ ],2185,Hawk Eyes Mihawk - Marineford in Chaos: Master Swordsman,PSY,5,Normal,Rare Recruit
[ ],2186,Kizaru - Marineford at War: Admiral,PSY,4,Normal,Rare Recruit
[ ],2187,Borsalino - Marineford in Chaos: Admiral,PSY,5,Normal,Rare Recruit
[ ],2188,Strawberry - Marineford at War: Vice Admiral,INT,4,Normal,Rare Recruit
[ ],2189,Strawberry - Marineford in Chaos: Vice Admiral,INT,5,Normal,Rare Recruit
[ ],2190,Rebecca - Lively Summer Girl,INT,4,Limited RR,Rare Recruit
[ ],2191,Rebecca - Beach Sunflowers,INT,5,Limited RR,Rare Recruit
[ ],2195,Cora - Law's Sympathizer,DEX,6+,Normal,Legend
[ ],2198,Killer - Linchpin of the Alliance,INT,4,Limited RR,Rare Recruit
[ ],2199,Massacre Soldier Killer - Linchpin of the Alliance,INT,5,Limited RR,Rare Recruit
[ ],2200,Shiki - Plan to Tear the World Asunder,QCK,5,Normal,Legend
[ ],2201,Shiki - Legendary Pirate,QCK,6,Normal,Legend
[ ],2202,Dr. Indigo - Plan to Tear the World Asunder,DEX,4,Normal,Rare Recruit
[ ],2203,Dr. Indigo - Legendary Pirate's Associate,DEX,5,Normal,Rare Recruit
[ ],2204,Commander Scarlet - Plan to Tear the World Asunder,INT,4,Normal,Rare Recruit
[ ],2205,Commander Scarlet - Legendary Pirate's Associate,INT,5,Normal,Rare Recruit
[ ],2206,Monkey D. Luffy - Natural Enemy of Skypiea's One and Only Kami,DEX,4,Treasure Map,Rare Recruit
[ ],2207,Monkey D. Luffy - Song of the Island,DEX,5,Treasure Map,Rare Recruit
[ ],2208,Ganfor - Guide of Skypiea,INT,4,Treasure Map,Rare Recruit
[ ],2209,Ganfor - Return to Grace,INT,5,Treasure Map,Rare Recruit
[ ],2212,Charlotte Pudding - Summer Sweets,STR,4,Limited RR,Rare Recruit
[ ],2213,Charlotte Pudding - Devilish Swimsuit,STR,5,Limited RR,Rare Recruit
[ ],2232,Kami Eneru - Ascent to the Endless Varse,QCK,6+,Normal,Legend
[ ],2233,Charlotte Linlin - Queen of Totto Land,STR,5,Normal,Legend
[ ],2234,Big Mom - Emperor,STR,6,Normal,Legend
[ ],2235,Soul King Brook - Promise to a Friend,DEX,5,Normal,Legend
[ ],2236,Soul King Brook - Soul's Special Live Performance,DEX,6,Normal,Legend
[ ],2237,Charlotte Smoothie,STR,4,Normal,Rare Recruit
[ ],2238,General Smoothie - Big Mom Pirates,STR,5,Normal,Rare Recruit
[ ],2239,Charlotte Perospero,DEX,4,Normal,Rare Recruit
[ ],2240,Perospero - Eldest Son of the Charlotte Family,DEX,5,Normal,Rare Recruit
[ ],2241,Charlotte Cracker - Knight of Biscuits,QCK,4,Normal,Rare Recruit
[ ],2242,General Cracker - Big Mom Pirates,QCK,5,Normal,Rare Recruit
[ ],2243,Charlotte Daifuku,QCK,4,Normal,Rare Recruit
[ ],2244,Daifuku - Third Son of the Charlotte Family,QCK,5,Normal,Rare Recruit
[ ],2245,Sanji - Secret Son of the Vinsmoke Family,INT,6+,Normal,Legend
[ ],2246,Nefeltari Vivi - Vivi's Adventure,QCK,4,Limited RR,Rare Recruit
[ ],2247,Nefeltari Vivi - Princess Coming of Age,QCK,5,Limited RR,Rare Recruit
[ ],2250,Monkey D. Garp - Pirate King's Arch-Nemesis,PSY,5,Normal,Legend
[ ],2251,Garp the Fist - Pirate King's Arch-Nemesis,PSY,6,Normal,Legend
[ ],2256,Dracule Mihawk - Master Swordsman,DEX,5,Treasure Map,Rare Recruit
[ ],2257,Portgas D. Ace - Spade Pirates,QCK,5,Treasure Map,Rare Recruit
[ ],2258,Higuma - Wanted Man,STR,5,Treasure Map,Rare Recruit
[ ],2259,Higuma - Leader of the Mountain Bandits,STR,5+,Treasure Map,Rare Recruit
[ ],2264,Jinbe - Sun Pirates Captain,DEX,5,Normal,Legend
[ ],2265,Knight of the Sea Jinbe - Sun Pirates Captain,DEX,6,Normal,Legend
[ ],2266,Aladdin - Sun Pirates Former Ship Doctor,STR,4,Normal,Rare Recruit
[ ],2267,Aladdin - Sun Pirates First Mate,STR,5,Normal,Rare Recruit
[ ],2268,Charlotte Praline,DEX,4,Normal,Rare Recruit
[ ],2269,Charlotte Praline - 21st Daughter of the Charlotte Family,DEX,5,Normal,Rare Recruit
[ ],2270,Wadatsumi - Sea Spirit,STR,4,Normal,Rare Recruit
[ ],2271,"Wadatsumi, the Giant Monk - Sea Spirit",STR,5,Normal,Rare Recruit
[ ],2272,Hatchan - Fish-Man District Ruffian,PSY,4,Normal,Rare Recruit
[ ],2273,Hatchan - Opening of the Feast,PSY,5,Normal,Rare Recruit
[ ],2274,Camie - Mermaid Cafe Waitress,PSY,4,Normal,Rare Recruit
[ ],2275,Camie - Straw Hat Pirate Sympathizer,PSY,5,Normal,Rare Recruit
[ ],2284,Hody Jones - The Hatred in the Fish-Man District,STR,4,Limited RR,Rare Recruit
[ ],2285,Hody Jones - A Monster Born from His Environment,STR,5,Limited RR,Rare Recruit
[ ],2286,Vinsmoke Judge - Head of the Vinsmoke Family,STR,4,Limited RR,Rare Recruit
[ ],2287,Vinsmoke Judge - Germa 66 Generalissimo,STR,5,Limited RR,Rare Recruit
[ ],2295,Moria - Shadowy Lantern: Midnight Halloween Parade,STR,5,Treasure Map,Rare Recruit
[ ],2296,Rayleigh - Demon Lord: Midnight Halloween Parade,DEX,5,Treasure Map,Rare Recruit
[ ],2297,Perona - Ghost Nurse: Midnight Halloween Parade,PSY,5,Treasure Map,Rare Recruit
[ ],2300,Franky - Cyborg Built to Realize the Dreams of Every Man,QCK,6+,Normal,Legend
[ ],2301,"Capone ""Gang"" Bege - Big Mom Pirate Family Member: Fighter ""Rook""",INT,5,Normal,Legend
[ ],2302,"Capone ""Gang"" Bege - Collaborator in the Emperor Assassination Plan",INT,6,Normal,Legend
[ ],2303,Charlotte Chiffon - Bege's Wife,PSY,4,Normal,Rare Recruit
[ ],2304,Charlotte Chiffon - Collaborator in the Emperor Assassination Plan,PSY,5,Normal,Rare Recruit
[ ],2305,Gastino - Gangster,DEX,4,Normal,Rare Recruit
[ ],2306,Gastino - Collaborator in the Emperor Assassination Plan,DEX,5,Normal,Rare Recruit
[ ],2307,"""Phantom Gun"" Vito - Firetank Pirates",DEX,4,Normal,Rare Recruit
[ ],2308,"""Phantom Gun"" Vito - Collaborator in the Emperor Assassination Plan",DEX,5,Normal,Rare Recruit
[ ],2309,Gotti - Firetank Pirates,QCK,4,Normal,Rare Recruit
[ ],2310,Gotti - Collaborator in the Emperor Assassination Plan,QCK,5,Normal,Rare Recruit
[ ],2324,Usoland - Hero of the Tontattas,PSY,4,Limited RR,Rare Recruit
[ ],2325,Usoland - Leader of Operation S.O.P.,PSY,5,Limited RR,Rare Recruit
[ ],2329,Z - Neo Marines Leader,QCK,5,Normal,Legend
[ ],2330,Black Arm Zephyr - The Man who Trained Every Navy Sailor,QCK,6,Normal,Legend
[ ],2331,Ain - Back-Back Fruit User,INT,4,Normal,Rare Recruit
[ ],2332,Ain - For Master Z's Ideals,INT,5,Normal,Rare Recruit
[ ],2333,Binz - Grow-Grow Fruit User,PSY,4,Normal,Rare Recruit
[ ],2334,Binz - Pledging Allegiance to Master Z,PSY,5,Normal,Rare Recruit
[ ],2337,Carrot - Mink Tribe's True Form,QCK,5,Normal,Legend
[ ],2338,Carrot - Wondrous White Sulong,QCK,6,Normal,Legend
[ ],2339,Stussy - Queen of the Pleasure District,QCK,4,Normal,Rare Recruit
[ ],2340,Stussy - CP-AIGIS 0,QCK,5,Normal,Rare Recruit
[ ],2341,Charlotte Opera - Fifth Son of the Charlotte Family,PSY,4,Normal,Rare Recruit
[ ],2342,Charlotte Opera - Minister of Cream,PSY,5,Normal,Rare Recruit
[ ],2343,Charlotte Bavarois,PSY,4,Normal,Rare Recruit
[ ],2344,Charlotte Bavarois - Big Mom Pirates,PSY,5,Normal,Rare Recruit
[ ],2345,Charlotte Galette,INT,4,Normal,Rare Recruit
[ ],2346,Charlotte Galette - Big Mom Pirates,INT,5,Normal,Rare Recruit
[ ],2348,Pedro - Former Captain of the Nox Pirates,DEX,4,Limited RR,Rare Recruit
[ ],2349,Treetop Pedro - Former Captain of the Nox Pirates,DEX,5,Limited RR,Rare Recruit
[ ],2357,Hakuba - Slicing Winds of Rommel,QCK,6+,Normal,Legend
[ ],2358,Tony Tony Chopper - Holy Night Reindeer,INT,5,Treasure Map,Rare Recruit
[ ],2359,Nico Robin - Christmas Surprise,INT,5,Treasure Map,Rare Recruit
[ ],2360,Cat Viper - King of the Holy Night,STR,5,Treasure Map,Rare Recruit
[ ],2363,Monkey D. Luffy - Gear Four: Snakeman,STR,6+,Normal,Legend
[ ],2364,Charlotte Katakuri - Serious Battle,PSY,5,Normal,Legend
[ ],2365,Charlotte Katakuri - A Man's Battle,PSY,6,Normal,Legend
[ ],2366,Charlotte Flampe,PSY,4,Normal,Rare Recruit
[ ],2367,Charlotte Flampe - President of the Katakuri Fan Club and Kamikaze Captain,PSY,5,Normal,Rare Recruit
[ ],2368,Charlotte Montd'Or,STR,4,Normal,Rare Recruit
[ ],2369,Charlotte Montd'Or - Minister of Cheese & 19th Son of the Charlotte Family,STR,5,Normal,Rare Recruit
[ ],2370,Gourmet Knight Streusen,STR,4,Normal,Rare Recruit
[ ],2371,"Gourmet Knight Streusen - Big Mom Pirates, Head Chef",STR,5,Normal,Rare Recruit
[ ],2372,Dogstorm - Feast of Reconciliation,STR,6+,Normal,Legend
[ ],2373,Cat Viper - Feast of Reconciliation,PSY,6+,Normal,Legend
[ ],2383,Eustass Kid - Problematic Pirate Alliance,QCK,5,Treasure Map,Rare Recruit
[ ],2384,Basil Hawkins - Problematic Pirate Alliance,PSY,5,Treasure Map,Rare Recruit
[ ],2385,Scratchmen Apoo - Problematic Pirate Alliance,QCK,5,Treasure Map,Rare Recruit
[ ],2388,Makino - Kindness for the Three Brothers,INT,5,Support,Rare Recruit
[ ],2389,Tsuru - Watchful Great Advisor,PSY,5,Support,Rare Recruit
[ ],2390,Conis - Angel Unafraid of Judgment,QCK,5,Support,Rare Recruit
[ ],2391,Sabo - Determination to Protect a Brother,STR,5,Support,Rare Recruit
[ ],2392,Iceburg - Encouraging Senior Disciple,DEX,5,Support,Rare Recruit
[ ],2400,Straw Hat Luffy - Straw Hat Pirates Captain,STR,4,Limited RR,Rare Recruit
[ ],2401,Straw Hat Luffy - The Hope of Dressrosa,STR,5,Limited RR,Rare Recruit
[ ],2402,Marshall D. Teach - Traitor of the World Government,DEX,4,Limited RR,Rare Recruit
[ ],2403,Blackbeard - Eye of the Storm Heralding a New Era,DEX,5,Limited RR,Rare Recruit
[ ],2404,Fleet Admiral Sakazuki,QCK,4,Limited RR,Rare Recruit
[ ],2405,Fleet Admiral Sakazuki - Supreme Commander of the Navy,QCK,5,Limited RR,Rare Recruit
[ ],2409,Monkey D. Luffy - Outlaw on the Prairie,QCK,4,Limited RR,Rare Recruit
[ ],2410,Monkey D. Luffy - Loose Cannon on the Prairie,QCK,5,Limited RR,Rare Recruit
[ ],2411,Nami - Outlaw on the Prairie,INT,4,Limited RR,Rare Recruit
[ ],2412,Nami - Cat Burglar on the Prairie,INT,5,Limited RR,Rare Recruit
[ ],2413,Roronoa Zoro - Outlaw on the Prairie,DEX,4,Limited RR,Rare Recruit
[ ],2414,Roronoa Zoro - Lone Wolf on the Prairie,DEX,5,Limited RR,Rare Recruit
[ ],2417,Bartolomeo & Cavendish - Bickering Rebels,Dual,5,Normal,Legend
[ ],2418,Bartolomeo & Cavendish - Man-Eater and Nobleman Fighting Together,Dual,6,Normal,Legend
[ ],2419,Ideo - Two-Time Champion of the New World Central MMA League,STR,4,Normal,Rare Recruit
[ ],2420,Destruction Cannon Ideo - Two-Time Champion of the New World Central MMA League,STR,5,Normal,Rare Recruit
[ ],2421,Hajrudin - Spear of Elbaph,QCK,4,Normal,Rare Recruit
[ ],2422,Hajrudin the Pirate Mercenary - Spear of Elbaph,QCK,5,Normal,Rare Recruit
[ ],2423,Elizabello II - King's Fist Smashing a Giant Arm,INT,4,Normal,Rare Recruit
[ ],2424,"The Fighting King, Elizabello II - King's Fist Smashing a Giant Arm",INT,5,Normal,Rare Recruit
[ ],2425,Sai - Don Winning the Heart of Baby 5,PSY,4,Normal,Rare Recruit
[ ],2426,Sai - Don Repaying a Debt to His Crew,PSY,5,Normal,Rare Recruit
[ ],2430,Charlotte Pudding - Flip-Flopping Emotions,PSY,4,Limited RR,Rare Recruit
[ ],2431,Charlotte Pudding - Memory Flashback,PSY,5,Limited RR,Rare Recruit
[ ],2432,"Jack - Animal Kingdom Pirates, Lead Performer, Captain of the Mammoth",STR,5,Normal,Legend
[ ],2433,Jack - Eleph-Eleph Fruit: Ancient Model User,STR,6,Normal,Legend
[ ],2434,Boa Hancock - Straw Hat Luffy's Supporter,PSY,6+,Normal,Legend
[ ],2435,Dagama - Tactician's Orders,QCK,5,Support,Rare Recruit
[ ],2436,Orlumbus - Grand Fleet Commodore Dignity,STR,5,Support,Rare Recruit
[ ],2437,Corazon - Plan to Save Law,PSY,5,Treasure Map,Rare Recruit
[ ],2438,Trafalgar Law - 13 Year Wait,DEX,5,Treasure Map,Rare Recruit
[ ],2444,Donquixote Doflamingo - Judgment of the Divine,INT,6+,Normal,Legend
[ ],2445,Sanji & Judge - Destiny of Father and Son,Dual,5,Normal,Legend
[ ],2446,Sanji & Judge - Parting of Father and Son,Dual,6,Normal,Legend
[ ],2447,Vinsmoke Ichiji - Germa Kingdom Eldest Son,STR,5,Normal,Rare Recruit
[ ],2448,Vinsmoke Ichiji - Germa 66 Crimson Flash,STR,5+,Normal,Rare Recruit
[ ],2449,Vinsmoke Niji - Germa Kingdom Second Son,QCK,5,Normal,Rare Recruit
[ ],2450,Vinsmoke Niji - Germa 66 Azure Spark,QCK,5+,Normal,Rare Recruit
[ ],2451,Vinsmoke Yonji - Germa Kingdom Fourth Son,DEX,5,Normal,Rare Recruit
[ ],2452,Vinsmoke Yonji - Germa 66 Jade Arm,DEX,5+,Normal,Rare Recruit
[ ],2453,Vinsmoke Reiju - Germa Kingdom Eldest Daughter,INT,5,Normal,Rare Recruit
[ ],2454,Vinsmoke Reiju - Germa 66 Peach Poisonous Fang,INT,5+,Normal,Rare Recruit
[ ],2460,Charlotte Oven - Red-Hot Encirclement Blocking the Path of Retreat,STR,5,Support,Rare Recruit
[ ],2461,Mystoms - Mysterious Masked Man Helping the Escape,PSY,5,Support,Rare Recruit
[ ],2462,Franky - Stag Beetle Robot,STR,4,Limited RR,Rare Recruit
[ ],2463,Franky - Franky Tank,STR,5,Limited RR,Rare Recruit
[ ],2464,Charlotte Cracker - General Who Manipulates Biscuit Warriors,QCK,5,Normal,Legend
[ ],2465,Charlotte Cracker - Thousand-Armed Attacks,QCK,6,Normal,Legend
[ ],2466,Jinbe - Tea Party Intruder,QCK,5,Treasure Map,Rare Recruit
[ ],2467,Pound - Blessing for a Daughter,PSY,5,Treasure Map,Rare Recruit
[ ],2474,Dracule Mihawk - Strongest Master in the World,DEX,5,Normal,Legend
[ ],2475,Dracule Mihawk - Secret Teachings of the Master Swordsman,DEX,6,Normal,Legend
[ ],2476,Roronoa Zoro - Strongest Swordsman's Pupil,INT,5,Normal,Legend
[ ],2477,Roronoa Zoro - A Glimpse of a Master Swordsman,INT,6,Normal,Legend
[ ],2478,Mr. 1 - Human Sword Assassin,PSY,4,Normal,Rare Recruit
[ ],2479,Mr. 1 - Baroque Works' Assassin,PSY,5,Normal,Rare Recruit
[ ],2480,Hyouzou - Steroid and Booze Junkie,DEX,4,Normal,Rare Recruit
[ ],2481,Hyouzou - Junkie's Awakening,DEX,5,Normal,Rare Recruit
