ID,Name,Type,Rarity,Drop Category,Character Category,LB,LB+,Ability,PvP+,Ink
2787,Chopperemon - Ninja,QCK,5,Normal,Rare Recruit,,,,,
2789,Bonekichi - Ghost,INT,5,Normal,Rare Recruit,,,,,
2790,Kozuki Momonosuke,QCK,5,Treasure Map,Rare Recruit,,,,,
2793,Monet - White Christmas Party,INT,5,Kizuna,Rare Recruit,,,,,
2797,Tony Tony Chopper - Long-Awaited Present,PSY,6,Normal,Legend,,,,,
2798,Kureha & Hiriluk - Famed Doctors of Drum Island,PSY,5,Limited RR,Rare Recruit,,,,,
2800,Charlotte Brulee - Little Sister Taking Care of Her Brother,PSY,5,Support,Rare Recruit,,,,,
2802,Luffytaro & Zorojuro - Land of Wano Savior,Dual,6,Normal,Legend,,,,,
2804,Soba Mask,QCK,6,Normal,Legend,,,,,
2806,Usohachi - Toad-Oil Salesman,STR,5,Normal,Rare Recruit,,,,,
2808,Franosuke - Carpenter,INT,5,Normal,Rare Recruit,,,,,
2810,Carrot: Kingsbird - Ninja-Pirate-Mink-Samurai Alliance,DEX,5,Normal,Rare Recruit,,,,,
2814,Sabo: Revolutionary Army Chief of Staff - The True Identity of Flame-Flame Fruit Winner Lucy,QCK,6+,Normal,Legend,,,,,
2816,Otsuru - Teahouse Owner,PSY,5,Limited RR,Rare Recruit,,,,,
2817,Tenguyama Hitetsu,STR,5,Limited RR,Rare Recruit,,,,,
2820,Eustass Kid - The Shining Stars of the Prison Yard,DEX,5,Treasure Map,Rare Recruit,,,,,
2821,Basil Hawkins - He Who Follows the Powerful,QCK,5,Treasure Map,Rare Recruit,,,,,
2822,Trafalgar Law - Ninja-Pirate-Mink-Samurai Alliance,DEX,5,Treasure Map,Rare Recruit,,,,,
2825,Boa Hancock - Snake Princess in a Kimono,DEX,5,Limited RR,Rare Recruit,,,,,
2827,Dracule Mihawk - Master Swordsman in a Kimono,STR,5,Limited RR,Rare Recruit,,,,,
2829,Sir Crocodile - King of the Desert in a Kimono,QCK,5,Limited RR,Rare Recruit,,,,,
2832,Akainu - Critical Moment of an Era,DEX,5,Kizuna,Rare Recruit,,,,,
2835,Nami & Robin - Break Time for the Lovely Ladies,Dual,6,Normal,Legend,,,,,
2837,Charlotte Pudding - Love and Separation,INT,6,Normal,Legend,,,,,
2839,Lady Alvida - The Genius Jester's Partner,DEX,5,Normal,Rare Recruit,,,,,
2841,Tashigi - Captain's Kindness Towards Children,INT,5,Normal,Rare Recruit,,,,,
2847,Mansherry - Dande-Donor Request,INT,5,Treasure Map,Rare Recruit,,,,,
2848,Sugar - Defeating the Hero,INT,5,Treasure Map,Rare Recruit,,,,,
2849,Baby 5 - The Arms-Arms Fruit's Full-Body Weapon,INT,5,Treasure Map,Rare Recruit,,,,,
2851,Carrot - Bath Time Wonderland,DEX,5,Support,Rare Recruit,,,,,
2853,Belo Betty - During the Revolutionary Army Strategy Meeting Break,PSY,5,Kizuna,Rare Recruit,,,,,
2856,Charlotte Smoothie - Sweet Party!,DEX,5,Limited RR,Rare Recruit,,,,,
2857,Charlotte Flampe - Sweet Party!,PSY,5,Limited RR,Rare Recruit,,,,,
2858,Charlotte Brulee - Sweet Party!,INT,5,Limited RR,Rare Recruit,,,,,
2860,Arlong Pirates - Pirates of the Superior Race,Dual,6,Normal,Legend,,,,,
2862,Red-Hair Pirates - Pirates Fighting for Their Friends,Dual,6,Normal,Legend,,,,,
2864,Krieg & Gin - Rulers of the East Blue,Dual,5,Normal,Rare Recruit,,,,,
2866,Kuro & Django - Captains of the Black Cat Pirates,Dual,5,Normal,Rare Recruit,,,,,
2868,Marco the Phoenix - Blue-Flamed Mythical Beast,QCK,6+,Normal,Legend,,,,,
2870,Monkey D. Luffy - Dawn of Adventure,STR,5,Limited RR,Rare Recruit,,,,,
2871,"Roronoa Zoro - Number 1, the Promise Keeper",DEX,5,Limited RR,Rare Recruit,,,,,
2872,"Nami - Number 2, the Seeker of Aid",INT,5,Limited RR,Rare Recruit,,,,,
2873,"Usopp - Number 3, the Village Protector",PSY,5,Limited RR,Rare Recruit,,,,,
2874,"Sanji - Number 4, Searching for the Miracle Sea",QCK,5,Limited RR,Rare Recruit,,,,,
2876,Mr. 0 - Duel in the Underground Temple,INT,5,Treasure Map,Rare Recruit,,,,,
2877,Miss All Sunday - Flower-Flower Fruit User,PSY,5,Treasure Map,Rare Recruit,,,,,
2878,Unluckies,DEX,5,Treasure Map,Rare Recruit,,,,,
2881,Sir Crocodile - Behind the Unlikely Alliance,STR,5,Normal,Rare Recruit,,,,,
2882,Buggy - An Unlikely Alliance,STR,5,Normal,Rare Recruit,,,,,
2887,Nightmare Luffy - Nightmare-Ending Warrior,DEX,5,Kizuna,Rare Recruit,,,,,
2888,Nami - Thriller Bark's Beautiful Bride,QCK,5,Kizuna,Rare Recruit,,,,,
2889,Brook - Humming Swordsman,STR,5,Kizuna,Rare Recruit,,,,,
2892,Sogeking - Hero from Sniper Island,QCK,5,Limited RR,Rare Recruit,,,,,
2895,Mihawk & Perona - Rulers of the Ruins of the Muggy Kingdom,Dual,6,Normal,Legend,,,,,
2897,Dark King Rayleigh - Guidance for a New Era,PSY,6,Normal,Legend,,,,,
2899,Emporio Ivankov - The Cook's Natural Enemy,PSY,5,Normal,Rare Recruit,,,,,
2901,Heracles - Glinston Forest's Hero,STR,5,Normal,Rare Recruit,,,,,
2903,Bartholomew Kuma - Protecting the Ship on Sabaody Archipelago,PSY,5,Normal,Rare Recruit,,,,,
2906,Usohachi - Breaking News! Wanted Poster of Luffytaro,QCK,5,Limited RR,Rare Recruit,,,,,
2907,Franosuke - Breaking News! Wanted Poster of Luffytaro,STR,5,Rayleigh Shop,Rare Recruit,,,,,
2910,Hody Jones - Coup d'Etat of Betrayal,STR,5,Treasure Map,Rare Recruit,,,,,
2911,Camie - Many Friends,PSY,5,Treasure Map,Rare Recruit,,,,,
2912,Vander Decken IX - Proof of a Twisted Love,STR,5,Treasure Map,Rare Recruit,,,,,
2914,Lucy - Corrida Coliseum Finals Battle Royale,STR,5,Limited RR,Rare Recruit,,,,,
2931,Otama - Bonding with Komachiyo,STR,5,PvP,Rare Recruit,,,,,
2932,Diamond Jozu - Ice-Shattering Diamond,INT,5,PvP,Rare Recruit,,,,,
2933,Cat Viper - Stubborn King of the Night,QCK,5,PvP,Rare Recruit,,,,,
2954,Fujitora - Flame-Cutting Gravity,INT,6+,Normal,Legend,,,,,
2958,Monkey D. Luffy - Future-Surpassing Python,STR,6,Normal,Legend,,,,,
2960,Sabo - Fiery Bond,STR,6,Normal,Legend,,,,,
2962,Charlotte Katakuri - Future-Controlling Haki,INT,6,Normal,Legend,,,,,
2964,Blackbeard - Emperor,INT,6,Normal,Legend,,,,,
2966,Boa Hancock - Dedication to Straw Hat Luffy,STR,5,Normal,Rare Recruit,,,,,
2968,Trafalgar Law - Life's Desire,STR,5,Normal,Rare Recruit,,,,,
2970,Kami Eneru - Merciless Lightning,INT,5,Normal,Rare Recruit,,,,,
2972,Donquixote Doflamingo - Hope-Crushing Heavenly Demon,INT,5,Normal,Rare Recruit,,,,,
2973,Nami - Celebrate the Astonishing Cruise,INT,5,Limited RR,Rare Recruit,,,,,
2974,Tony Tony Chopper - Celebrate the Astonishing Cruise,STR,5,Limited RR,Rare Recruit,,,,,
2978,Sanji - Flames of Anger Burning,STR,5,PvP,Rare Recruit,,,,,
2980,Eustass Kid - Dragon-Challenging Magnetic Captain,DEX,6,Normal,Legend,,,,,
2982,Basil Hawkins the Magician - Subordinate to the Dragon,DEX,6,Normal,Legend,,,,,
2984,"Page One - Animal Kingdom Pirates, Tobi Roppo",DEX,5,Normal,Rare Recruit,,,,,
2986,"""Red Flag"" X Drake - Former Drake Pirates",DEX,5,Normal,Rare Recruit,,,,,
2991,Garp the Fist - Grandfather of the Future King of the Pirates,PSY,6+,Normal,Legend,,,,,
2992,Kyoshiro - Mercy Towards the Guilty,DEX,5,Treasure Map,Rare Recruit,,,,,
2993,Gyukimaru,DEX,5,Treasure Map,Rare Recruit,,,,,
2994,Okiku - Teahouse Girl with a Secret,DEX,5,Treasure Map,Rare Recruit,,,,,
2996,Sandersonia & Marigold - The Snake-Snake Fruit Sisters,DEX,5,Kizuna,Rare Recruit,,,,,
2997,Marguerite - Straw Hat Luffy's Savior,STR,5,Kizuna,Rare Recruit,,,,,
2998,Grandma Nyon,INT,5,Kizuna,Rare Recruit,,,,,
3000,Stussy - Behind-the-Scenes Dark Justice,QCK,5,PvP,Rare Recruit,,,,,
3007,Smoker the White Hunter - Sailor with an Unwavering Sense of Justice,QCK,6,Normal,Legend,,,,,
3009,Sugar - Queen of Toys,QCK,6,Normal,Legend,,,,,
3011,Master Caesar - Gas-Gas Fruit User,QCK,5,Normal,Rare Recruit,,,,,
3013,Big Eater Jewelry Bonney - Worst Generation in Hiding,QCK,5,Normal,Rare Recruit,,,,,
3015,Emporio Ivankov - Miraculous Engineer of the Human Body,QCK,5,Normal,Rare Recruit,,,,,
3018,"""Dark King"" Silvers Rayleigh - Old Soldier Watching Over the Next Generation",DEX,6+,Normal,Legend,,,,,
3019,Vinsmoke Ichiji - The Science Military's True Worth,QCK,5,Treasure Map,Rare Recruit,,,,,
3020,Vinsmoke Niji - The Science Military's True Worth,QCK,5,Treasure Map,Rare Recruit,,,,,
3021,Vinsmoke Yonji - The Science Military's True Worth,QCK,5,Treasure Map,Rare Recruit,,,,,
3023,"Tony Tony Chopper - Number 5, His Heart Healed",PSY,5,Limited RR,Rare Recruit,,,,,
3024,"Nico Robin - Number 6, Her Wish Shouted Aloud",INT,5,Limited RR,Rare Recruit,,,,,
3025,"Whitebeard - At the Top, but Not on the Throne",QCK,5,PvP,Rare Recruit,,,,,
3027,Trafalgar Law - Alliance to Liberate the Land of Wano,PSY,6,Normal,Legend,,,,,
3029,Monkey D. Luffy - Alliance to Challenge the Dragon,PSY,5,Normal,Rare Recruit,,,,,
3031,Sabo - Revolutionary Army Chief of Staff as a Samurai,PSY,5,Normal,Rare Recruit,,,,,
3038,Boa Hancock - Vacation on the Evening Beach,PSY,6,Normal,Legend,,,,,
3040,Rebecca - Royal Vacation,PSY,5,Normal,Rare Recruit,,,,,
3042,Nico Robin - Nighttime Vacation on the Beach,PSY,5,Normal,Rare Recruit,,,,,
3044,Viola - Royal Vacation,PSY,5,Normal,Rare Recruit,,,,,
3048,Knight of the Sea Jinbe - Return of the Ritual Cup,DEX,6+,Normal,Legend,,,,,
3051,Alvida - Elegantly Enjoying the Festival,PSY,5,Limited RR,Rare Recruit,,,,,
3057,Nefeltari Vivi - Princess Enjoying the Summer Festival,PSY,5,Treasure Map,Rare Recruit,,,,,
3059,Perona - Ghost Princess Enjoying the Summer Festival,DEX,5,Treasure Map,Rare Recruit,,,,,
3061,Calgara & Noland - Ringing the Bell of Promise,PSY,5,PvP,Rare Recruit,,,,,
3062,Conis - The Girl Who Defies a God,INT,5,PvP,Rare Recruit,,,,,
3063,Kaku - CP-AIGIS 0,STR,5,PvP,Rare Recruit,,,,,
3065,Luffy & Sanji - A Joint Struggle Underpinned by Trust,Dual,6,Normal,Legend,,,,,
3067,Nami - A Welcoming Embrace,PSY,5,Normal,Rare Recruit,,,,,
3069,"Capone ""Gang"" Bege - Assassination Plot at the Tea Party",STR,5,Normal,Rare Recruit,,,,,
3071,Germa 66 - Science Military Seeking Revenge,PSY,6,Normal,Legend,,,,,
3073,Sweet 3 Generals - Big Mom's Powerful Children,STR,6,Normal,Legend,,,,,
3075,Rebecca - Dancing Daughter of a Hero,STR,5,Limited RR,Rare Recruit,,,,,
3077,Nefeltari Vivi - Dancing Princess,QCK,5,Limited RR,Rare Recruit,,,,,
3079,"Capone ""Gang"" Bege - Immovable Fortress",INT,6+,Normal,Legend,,,,,
3085,Perospero - Troublesome Candy,STR,5,Limited RR,Rare Recruit,,,,,
3087,Count Niwatori - Feud from Five Years Ago,STR,5,Treasure Map,Rare Recruit,,,,,
3088,Mystoms - Mystery Savior,STR,5,Treasure Map,Rare Recruit,,,,,
3089,Aladdin - Last Bastion,STR,5,Treasure Map,Rare Recruit,,,,,
3095,Franky - The Greatest Transformation of All Time,DEX,5,PvP,Rare Recruit,,,,,
3096,Leo & Wicca & Cub,QCK,5,PvP,Rare Recruit,,,,,
3097,Sengoku - Former Navy HQ Fleet Admiral,STR,5,Limited RR,Rare Recruit,,,,,
3100,Mihawk: Lord of the Never-Ending Night - Happy Spooky Halloween!,INT,6,Normal,Legend,,,,,
3102,Law: Midnight Lord - Happy Spooky Halloween!,INT,6,Normal,Legend,,,,,
3104,Hancock: Queen of the Midnight Party - Happy Spooky Halloween!,INT,5,Normal,Rare Recruit,,,,,
3106,Buggy: Mischievous Jester of Terror - Happy Spooky Halloween!,INT,5,Normal,Rare Recruit,,,,,
3112,Sanji: Halloween Dinner - Happy Spooky Halloween!,INT,5,Treasure Map,Rare Recruit,,,,,
3113,Chiffon: Sweet Mother - Happy Spooky Halloween!,INT,5,Treasure Map,Rare Recruit,,,,,
3114,Big Mom: Sweet Halloween Night - Happy Spooky Halloween!,INT,5,Treasure Map,Rare Recruit,,,,,
3118,Shanks: Moon Knight King - Happy Spooky Halloween!,INT,6,Normal,Legend,,,,,
3120,Beckman: Evening Respite - Happy Spooky Halloween!,INT,5,Kizuna,Rare Recruit,,,,,
3121,Yasopp: Sharpshooter in the Night - Happy Spooky Halloween!,INT,5,Kizuna,Rare Recruit,,,,,
3122,Monkey D. Luffy - Captain Carrying On His Brother's Will,STR,5,Limited RR,Rare Recruit,,,,,
3123,Nami - Navigator Who Manipulates the Weather,STR,5,Limited RR,Rare Recruit,,,,,
3125,Oars - Destructive Power of the Continent Puller,INT,5,PvP,Rare Recruit,,,,,
3127,Marco - Blue-Flamed Detective,PSY,5,Limited RR,Rare Recruit,,,,,
3129,Portgas D. Ace - Scorching Detective,INT,5,Limited RR,Rare Recruit,,,,,
3130,Trafalgar Law - Trapped Heart,STR,5,PvP,Rare Recruit,,,,,
3135,Kaido VS Big Mom - The Two Threats,VS,6,Normal,Legend,,,,,
3137,"King the Wildfire - Animal Kingdom Pirates, Lead Performer",STR,5,Normal,Rare Recruit,,,,,
3139,"Queen the Plague - Animal Kingdom Pirates, Lead Performer",PSY,5,Normal,Rare Recruit,,,,,
3141,"Jack the Drought - Animal Kingdom Pirates, Lead Performer",INT,5,Normal,Rare Recruit,,,,,
3146,Luffytaro - Prisoners' Hope,STR,5,Treasure Map,Rare Recruit,,,,,
3147,Old Man Hyo,INT,5,Treasure Map,Rare Recruit,,,,,
3148,Dobon - Excavation Labor Camp Vice Warden,STR,5,Treasure Map,Rare Recruit,,,,,
3149,Bepo & Shachi & Penguin,QCK,5,Kizuna,Rare Recruit,,,,,
3151,Trafalgar Law - Troubles Ahead,QCK,5,Kizuna,Rare Recruit,,,,,
3152,Zorojuro - Three-Sword Style Ronin,DEX,5,Kizuna,Rare Recruit,,,,,
3154,Blackbeard - World Usurping Power,DEX,6+,Normal,Legend,,,,,
3158,Soba Mask - Invisible Warrior,DEX,5,PvP,Rare Recruit,,,,,
3159,Charlotte Daifuku - Summoning the Genie,INT,5,Support,Rare Recruit,,,,,
3160,Caesar Clown - Master of Experiments,STR,5,Support,Rare Recruit,,,,,
3161,Shutenmaru - Samurai Who Lost the Chance for a Meaningful Death,STR,5,Support,Rare Recruit,,,,,
3162,Gecko Moria - Lord of Shadows,INT,5,Support,Rare Recruit,,,,,
3164,Vivi & Rebecca - Joyous White Christmas,Dual,6,Normal,Legend,,,,,
3166,Shirahoshi & Mansherry - Christmas Tree Decorated by Two,Dual,6,Normal,Legend,,,,,
3168,Neptune - Fully-Prepared Santa Claus,QCK,5,Normal,Rare Recruit,,,,,
3170,Leo - Warrior Watching Over the Party,DEX,5,Normal,Rare Recruit,,,,,
3175,Kozuki Oden - Heir to the Shogun of Wano,STR,6,Limited RR,Legend,,,,,
3177,Gol D. Roger - Captain of the Roger Pirates,PSY,6,Limited RR,Legend,,,,,
3179,Dogstorm - Drought-Repelling King of the Day,STR,5,Normal,Rare Recruit,,,,,
3181,Cat Viper - Drought-Repelling King of the Night,STR,5,Normal,Rare Recruit,,,,,
3183,Crocus - Waiting at the Cape to Fulfill a Promise,PSY,5,Normal,Rare Recruit,,,,,
3185,Dark King Rayleigh - Unexpected Ambush,PSY,5,Normal,Rare Recruit,,,,,
3190,Monkey D. Luffy - Delinquent Kids' Christmas,QCK,5,Treasure Map,Rare Recruit,,,,,
3191,Ace - Delinquent Kids' Christmas,DEX,5,Treasure Map,Rare Recruit,,,,,
3192,Sabo - Delinquent Kids' Christmas,PSY,5,Treasure Map,Rare Recruit,,,,,
3198,"Franky - Number 7, the Wish Fulfiller",QCK,5,Limited RR,Rare Recruit,,,,,
3199,"Brook - Number 8, the Promise Keeper",INT,5,Limited RR,Rare Recruit,,,,,
3200,Nico Robin - Blooming Beauty,QCK,5,Support,Rare Recruit,,,,,
3201,Tony Tony Chopper - Becoming the Miracle Cure,QCK,5,Support,Rare Recruit,,,,,
3202,Roronoa Zoro - Cage-Escaping Black Blade,INT,6+,Normal,Legend,,,,,
3204,Sanji & Pudding - Done! A Special Cake!,Dual,6,Kizuna,Legend,,,,,
3205,"Charlotte Chiffon - For My Family, With Love",QCK,5,Kizuna,Rare Recruit,,,,,
3206,Cavendish - Nobleman of Love,DEX,5,PvP,Rare Recruit,,,,,
3211,Sanji - Joy-Giving Wedding Cake,PSY,6+,Normal,Legend,,,,,
3212,Carrot - Carrot-Carrying Rabbit,DEX,5,Kizuna,Rare Recruit,,,,,
3214,Sangoro - Beauty Before One's Very Eyes,PSY,5,Treasure Map,Rare Recruit,,,,,
3215,Franosuke - Beauty Before One's Very Eyes,PSY,5,Treasure Map,Rare Recruit,,,,,
3216,Usohachi - Beauty Before One's Very Eyes,STR,5,Treasure Map,Rare Recruit,,,,,
3219,Koala - Brilliant Bandit in the Shadows,PSY,5,Limited RR,Rare Recruit,,,,,
3221,Sabo - Dynamic Head-On Bandit,STR,5,Limited RR,Rare Recruit,,,,,
3225,Zorojuro - Fearsome Ronin,DEX,6,Normal,Legend,,,,,
3227,Kaido - Destructive Club,QCK,6,Normal,Legend,,,,,
3229,Hitokiri Kamazo - Assassin of Orochi,QCK,5,Normal,Rare Recruit,,,,,
3231,Gyukimaru - Warrior-Monk Reminiscing,DEX,5,Normal,Rare Recruit,,,,,
3236,Olin - Emperor with Amnesia,QCK,5,Treasure Map,Rare Recruit,,,,,
3237,Chopperemon - Shocking Encounter,DEX,5,Treasure Map,Rare Recruit,,,,,
3238,Otama - Unrelenting Advance,DEX,5,Treasure Map,Rare Recruit,,,,,
3240,Hawk Eyes Mihawk - Teachings of the Greatest Swordsman in the World,DEX,6+,Normal,Legend,,,,,
3242,Perospero - Candy Entering Enemy Territory,INT,5,Kizuna,Rare Recruit,,,,,
3243,Toy Soldier & Rebecca,PSY,5,PvP,Rare Recruit,,,,,
3245,Kami Eneru - Overwhelming Power of the Kami,PSY,6,PvP,Legend,,,,,
3246,Boa Hancock - Pursued Former Seven Warlords of the Sea,STR,5,Limited RR,Rare Recruit,,,,,
3248,Buggy - Pursued Former Seven Warlords of the Sea,QCK,5,Limited RR,Rare Recruit,,,,,
3249,Dracule Mihawk - Pursued Former Seven Warlords of the Sea,DEX,5,Limited RR,Rare Recruit,,,,,
3253,Ace VS Akainu - Clashing Explosion,VS,6,Normal,Legend,,,,,
3255,Diamond Jozu - Withstanding the World's Strongest Slash,STR,5,Normal,Rare Recruit,,,,,
3257,Monkey D. Luffy - Saving His Older Brother,STR,5,Normal,Rare Recruit,,,,,
3259,Kuzan - Quake-Hindering Ice,QCK,5,Normal,Rare Recruit,,,,,
3261,Buddha Sengoku - Cunning Officer on the Move,QCK,5,Normal,Rare Recruit,,,,,
3265,Mr. 1 & Miss Doublefinger,STR,5,Support,Rare Recruit,,,,,
3266,Mr. 3 & Miss Goldenweek,QCK,5,Support,Rare Recruit,,,,,
3267,Mr. 4 & Miss Merry Christmas,QCK,5,Support,Rare Recruit,,,,,
3268,Mr. 5 & Miss Valentine,STR,5,Support,Rare Recruit,,,,,
3270,Kizaru - Justice Confronting Evil,QCK,5,Treasure Map,Rare Recruit,,,,,
3271,Monkey D. Garp - Between Evil and Justice,STR,5,Treasure Map,Rare Recruit,,,,,
3272,Onigumo - Justice Confronting Evil,QCK,5,Treasure Map,Rare Recruit,,,,,
3274,Crocodile - Sand Entering the Battlefield,DEX,5,Kizuna,Rare Recruit,,,,,
3275,Onami - Alluring Ninja,QCK,6+,Normal,Legend,,,,,
3278,Magellan - Hope-Destroying Venom,QCK,6,Normal,Legend,,,,,
3280,Blackbeard - Overwhelming Two Powers,Dual,6,Normal,Legend,,,,,
3282,Gecko Moria - Relentless Nightmare,INT,6,Normal,Legend,,,,,
3283,Avalo Pizarro,PSY,5,Normal,Rare Recruit,,,,,
3284,Catarina Devon,INT,5,Normal,Rare Recruit,,,,,
3292,Shiryu - Traitorous Head Jailer,QCK,5,PvP,Rare Recruit,,,,,
3294,Van Ogre - Unmatched Sniper,INT,5,Treasure Map,Rare Recruit,,,,,
3295,Doc Q - Lucky Man,PSY,5,Treasure Map,Rare Recruit,,,,,
3296,Lafitte - Fifth Ship Captain of the Blackbeard Pirates,PSY,5,Treasure Map,Rare Recruit,,,,,
3298,Charlotte Cracker - Terror of Infinite Biscuits,QCK,6+,Normal,Legend,,,,,
3300,Firetank Pirates - Gang Protecting His Family,Dual,6,Kizuna,Legend,,,,,
3301,Vinsmoke Judge - Electrifying Garuda,DEX,5,Kizuna,Rare Recruit,,,,,
3302,Brook - Soul King's Hidden Strength,INT,5,Kizuna,Rare Recruit,,,,,
3307,Jewelry Bonney - Full Control of Age,INT,6,Normal,Legend,,,,,
3308,Scratchmen Apoo - Worst Generation's Alliance Talks,DEX,5,Normal,Rare Recruit,,,,,
3309,Basil Hawkins - Worst Generation's Alliance Talks,INT,5,Normal,Rare Recruit,,,,,
3310,X Drake - Red Flag Remembering the Past,INT,5,Normal,Rare Recruit,,,,,
3328,Smoker - Striking a Warlord of the Sea,INT,5,PvP,Rare Recruit,,,,,
3334,Monkey D. Luffy - Competing Captains,QCK,6,Super Sugo,Legend,,,,,
3336,Trafalgar Law - Competing Captains,DEX,6,Super Sugo,Legend,,,,,
3338,"Eustass ""Captain"" Kid - Competing Captains",STR,6,Super Sugo,Legend,,,,,
3340,Reiju - Celebrate the Fabulous Cruise,STR,5,Limited RR,Rare Recruit,,,,,
3341,Shirahoshi - Celebrate the Fabulous Cruise,DEX,5,Limited RR,Rare Recruit,,,,,
3342,Rebecca - Celebrate the Fabulous Cruise,QCK,5,Limited RR,Rare Recruit,,,,,
3343,Killer - Pirate Within the Storm,QCK,5,Normal,Rare Recruit,,,,,
3344,Roronoa Zoro - Pirate Within the Storm,QCK,5,Normal,Rare Recruit,,,,,
3345,Jinbe - Straw Hat Pirates' Helmsman,STR,5,Normal,Rare Recruit,,,,,
3349,Ace & Sabo - Raging Flame and Dragon,Dual,6,Kizuna,Legend,,,,,
3350,Komurasaki - Oiran's Finale,INT,6+,Normal,Legend,,,,,
3355,Whitebeard VS Shanks - Broken Negotiation,VS,6,Normal,Legend,,,,,
3357,Marco - Sky Soaring Phoenix,INT,6,Normal,Legend,,,,,
3358,Ben Beckman - First Mate's Repose,PSY,5,Normal,Rare Recruit,,,,,
3359,Vista - Advancing Flower Sword,INT,5,Normal,Rare Recruit,,,,,
3360,Rockstar - Red-Hair Pirates (Newcomer),PSY,5,Normal,Rare Recruit,,,,,
3362,General Cracker - True Identity of the Hardened Warrior,STR,5,PvP,Rare Recruit,,,,,
3364,Sanji - Blue Suit Cook,PSY,6,Treasure Map,Legend,,,,,
3365,Monkey D. Luffy - MUGIWARA 56,PSY,5,Treasure Map,Rare Recruit,,,,,
3366,Tony Tony Chopper - MUGIWARA 56,PSY,5,Treasure Map,Rare Recruit,,,,,
3367,Nami - MUGIWARA 56,PSY,5,Treasure Map,Rare Recruit,,,,,
3369,Germa 66 - True Power of Science,PSY,6+,Normal,Legend,,,,,
3370,Nico Robin - MUGIWARA 56,PSY,5,Kizuna,Rare Recruit,,,,,
3371,Usopp - MUGIWARA 56,PSY,5,Kizuna,Rare Recruit,,,,,
3372,Franky - MUGIWARA 56,PSY,5,Kizuna,Rare Recruit,,,,,
3376,King the Wildfire - Soaring Pteranodon,QCK,6,Normal,Legend,,,,,
3378,Queen the Plague - Super Heavyweight Class Brachiosaurus,DEX,6,Normal,Legend,,,,,
3380,Kurozumi Kanjuro - Traitorous Samurai,QCK,5,Normal,Rare Recruit,,,,,
3381,Orochi - Imperturbable Shogun,DEX,5,Normal,Rare Recruit,,,,,
3386,Kikunojo - Akazaya Samurai,QCK,5,Treasure Map,Rare Recruit,,,,,
3387,Raizo - Akazaya Samurai,DEX,5,Treasure Map,Rare Recruit,,,,,
3388,Kawamatsu - Akazaya Samurai,QCK,5,Treasure Map,Rare Recruit,,,,,
3391,Toki & Momonosuke & Hiyori - Entrusted Future,STR,6,Kizuna,Legend,,,,,
3392,Kin'emon - Confronting the Betrayer,STR,5,Kizuna,Rare Recruit,,,,,
3393,Sabo - Inherited Red Flame,DEX,6+,Normal,Legend,,,,,
3395,Gaban,PSY,5,PvP,Rare Recruit,,,,,
3398,Straw Hat Pirates - ONE PIECE 1000 LOGS,PSY,6,Normal,Legend,,,,,
3403,Reiju - Poolside Butterfly at Night,INT,6,Normal,Legend,,,,,
3405,Vivi - Poolside Flower at Night,STR,6,Normal,Legend,,,,,
3406,Belo Betty - Summer Night Vacation,INT,5,Normal,Rare Recruit,,,,,
3407,Koala - Summer Night Vacation,STR,5,Normal,Rare Recruit,,,,,
3409,Gecko Moria - Man who Controls the Shadows,DEX,5,PvP,Rare Recruit,,,,,
3411,Borsalino - A Light Shining Over Absolute Justice,DEX,6,PvP,Legend,,,,,
3412,Tashigi - Captain Watching the Summer Festival,STR,5,Treasure Map,Rare Recruit,,,,,
3413,Makino - Proprietor Running the Summer Festival,STR,5,Treasure Map,Rare Recruit,,,,,
3414,Hina - Black Cage Watching the Summer Festival,INT,5,Treasure Map,Rare Recruit,,,,,
3417,Carrot - Sulong Smiling in the Moonlight,QCK,6+,Normal,Legend,,,,,
3418,Mr. 2 Bon Clay - Kama Twirling Through Hell,STR,5,Kizuna,Rare Recruit,,,,,
3422,Rob Lucci - Full-Force Blow,DEX,6,Normal,Legend,,,,,
3423,Kaku - CP-0 on Guard Duty,DEX,5,Normal,Rare Recruit,,,,,
3424,Stussy - CP-0 on Guard Duty,DEX,5,Normal,Rare Recruit,,,,,
3427,Bartholomew Kuma - Destination of the Repel,STR,6,PvP,Legend,,,,,
3428,Arlong - Threat of Fish-Men,STR,5,PvP,Rare Recruit,,,,,
3429,Yamato,INT,6,Super Sugo,Legend,,,,,
3430,Yamato - Son of Kaido,PSY,6+,Super Sugo,Legend,,,,,
3431,Sasaki - Tobi Roppo Assembled,DEX,5,Normal,Rare Recruit,,,,,
3433,Ulti & Page One - Engaging a Dangerous Opponent,Dual,6,Normal,Legend,,,,,
3434,Black Maria - Tobi Roppo Assembled,QCK,5,Normal,Rare Recruit,,,,,
3435,Who's-Who - Tobi Roppo Assembled,INT,5,Normal,Rare Recruit,,,,,
3439,Roronoa Zoro - Swordsman in Disguise,DEX,5,Treasure Map,Rare Recruit,,,,,
3440,Sanji - Cook in Disguise,INT,5,Treasure Map,Rare Recruit,,,,,
3441,Nami - Navigator in Disguise,DEX,5,Treasure Map,Rare Recruit,,,,,
3442,Brook - Musician in Disguise,INT,5,Treasure Map,Rare Recruit,,,,,
3445,Nico Robin - Archeologist in Disguise,INT,5,Kizuna,Rare Recruit,,,,,
