Check,ID,Name,Type,Rarity
[ ],2694,Buggy - Clown in the Paramount War,INT,3
[ ],2695,Marco - Blue Flame in the Paramount War,STR,4
[ ],2696,Marco the Phoenix - Blue Flame in the Paramount War,STR,5
[ ],2697,Sir Crocodile - King of the Desert in the Paramount War,DEX,4
[ ],2698,Sir Crocodile - Thirst Upon the Battlefield,DEX,5
[ ],2699,Kaido - Supreme Commander of the Animal Kingdom Pirates,DEX,5
[ ],2700,Kaido - The Strongest Creature Alive,DEX,6
[ ],2701,Jack - In Control of Kuri,DEX,4
[ ],2702,Jack - Town-Menacing Duel,DEX,5
[ ],2703,Holdem,PSY,4
[ ],2704,"Holdem - Animal Kingdom Pirates, Headliner",PSY,5
[ ],2705,Speed,QCK,4
[ ],2706,"Speed - Animal Kingdom Pirates, Headliner",QCK,5
[ ],2707,Zorojuro - Ronin,PSY,5
[ ],2708,Trafalgar Law - Assailant in the Woven Hat,DEX,4
[ ],2709,Trafalgar Law - Assailant Who Sees Through Mystery,DEX,5
[ ],2710,"Blue Gilly, Longleg Tribe: Neo",INT,3
[ ],2711,"Blue Gilly, Longleg Tribe: Neo - Jiaokungdo Martial Artist",INT,4
[ ],2712,Monet: Neo - Snow-Snow Fruit Woman,DEX,4
[ ],2713,Paulie: Neo,PSY,3
[ ],2714,Paulie: Neo - Dock One Foreman/Mast Specialist,PSY,4
[ ],2715,Land of Wano Official - STR District,STR,3
[ ],2716,Land of Wano Official - DEX District,DEX,3
[ ],2717,Land of Wano Official - QCK District,QCK,3
[ ],2718,Land of Wano Official - PSY District,PSY,3
[ ],2719,Land of Wano Official - INT District,INT,3
[ ],2720,Hody Jones - Monster Inheriting Fury,DEX,4
[ ],2721,Hody Jones - Monster Made from Hatred,DEX,5
[ ],2722,Marco - Former Commander of the Whitebeard Pirates' First Division (Ship Doctor),INT,3
[ ],2723,Marco - Blue Flame Shedding Tears,INT,4
[ ],2724,Cat Viper - Entrusted With a Message,STR,3
[ ],2725,Evening Shower Kanjuro - Samurai from 20 Years in the Past,DEX,5
[ ],2726,Raizo of the Mist - Ninja from 20 Years in the Past,QCK,5
[ ],2727,Foxfire Kin'emon - Samurai from 20 Years in the Past,STR,5
[ ],2728,"Basil Hawkins - Animal Kingdom Pirates, Headliner",QCK,4
[ ],2729,"Basil Hawkins the Magician - Animal Kingdom Pirates, Headliner",QCK,5
[ ],2730,Caesar Clown - False God of Salvation,INT,4
[ ],2731,Master Caesar - False God of Salvation,INT,5
[ ],2732,Magellan - All-Consuming Master of Poison,INT,4
[ ],2733,Magellan - He Who Sends Souls to Hell,INT,5
[ ],2734,Monkey D. Luffy - Fifth Emperor,DEX,5
[ ],2735,"Capone ""Gang"" Bege - Gang's Way of Life",PSY,5
[ ],2736,Eustass Kid - Unyielding Loser,STR,5
[ ],2737,Shanks - The Approaching Promised Time,DEX,4
[ ],2738,Red-Haired Shanks - The Approaching Promised Time,DEX,5
[ ],2739,Katakuri - Strongest of the Sweet 3 Generals,INT,6+
[ ],2740,Ace: Flame Wolf - Happy Halloween!,INT,5
[ ],2741,Ace: Trickster Flame Wolf - Happy Halloween!,INT,6
[ ],2742,Koala: Devilish Red Riding Hood - Happy Halloween!,PSY,4
[ ],2743,Koala: Charitable Red Riding Hood - Happy Halloween!,PSY,5
[ ],2744,Reiju: Bride of Halloween - Happy Halloween!,PSY,4
[ ],2745,Reiju: Bride of Halloween Night - Happy Halloween!,PSY,5
[ ],2746,Doflamingo: Night Walker - Happy Halloween!,INT,4
[ ],2747,Doflamingo: Halloween Night Walker - Happy Halloween!,INT,5
[ ],2748,Luffy: Demon Lord - Happy Halloween!,INT,4
[ ],2749,Luffy: Halloween Night Demon Lord - Happy Halloween!,INT,5
[ ],2750,Charlotte Galette - Army of Vengeance,INT,3
[ ],2751,Charlotte Galette - Minister of Butter,INT,4
[ ],2752,Charlotte Poire,INT,3
[ ],2753,Montd'Or - Bookkeeper,DEX,4
[ ],2754,Oars - Moria's Servant,QCK,4
[ ],2755,Devil Oars - Moria's Servant,QCK,5
[ ],2756,Tony Tony Chopper - Kung Fu Style,STR,5
[ ],2757,Sabo: Grim Reaper - Happy Halloween!,INT,4
[ ],2758,Sabo: Halloween Scythe-Wielding Grim Reaper - Happy Halloween!,INT,5
[ ],2759,Arlong - Ruler of Coco Village,INT,5
[ ],2760,Miss Doublefinger - Battle in the Alley Behind Medi Assembly Hall,PSY,5
[ ],2761,Kalifa - Bubble Master,PSY,5
[ ],2762,Nami: Orange Witch - Happy Halloween!,INT,4
[ ],2763,Nami: Halloween Night Orange Witch - Happy Halloween!,INT,5
[ ],2764,Corazon - Six Months of Grief,QCK,5
[ ],2765,Violet - Princess of Betrayal,PSY,5
[ ],2766,"Underground Alias, Joker - Donquixote Doflamingo",DEX,4
[ ],2767,"Underground Broker, Joker - Donquixote Doflamingo",DEX,5
[ ],2768,Free Global Slot,,
[ ],2769,Free Global Slot,,
[ ],2770,Free Global Slot,,
[ ],2771,Free Global Slot,,
[ ],2772,Free Global Slot,,
[ ],2773,Onami,QCK,5
[ ],2774,Onami - Newbie Kunoichi,QCK,6
[ ],2775,Komurasaki,QCK,5
[ ],2776,Komurasaki the Oiran,QCK,6
[ ],2777,Okiku,QCK,4
[ ],2778,Okiku - Samurai,QCK,5
[ ],2779,Otama,INT,4
[ ],2780,Otama - Girl from Amigasa Village,INT,5
[ ],2781,Carrot - Will-Bearing Sulong,INT,5
[ ],2782,Otsuru,QCK,4
[ ],2783,Kin'emon - Watchful Samurai,PSY,3
[ ],2784,Free Global Slot,,
[ ],2785,Napping Kyoshiro,INT,5
[ ],2786,Chopperemon,QCK,4
[ ],2787,Chopperemon - Ninja,QCK,5
[ ],2788,Bonekichi,INT,4
[ ],2789,Bonekichi - Ghost,INT,5
[ ],2790,Kozuki Momonosuke,QCK,5
[ ],2791,Orobi,QCK,4
[ ],2792,Orobi - Geisha,QCK,5
[ ],2793,Monet - White Christmas Party,INT,5
[ ],2794,Shirahoshi - White Christmas Party,PSY,5
[ ],2795,Coby & Helmeppo - Shining Rookies of Navy HQ,Dual,5
[ ],2796,Tony Tony Chopper - Long-Awaited Christmas,PSY,5
[ ],2797,Tony Tony Chopper - Long-Awaited Present,PSY,6
[ ],2798,Kureha & Hiriluk - Famed Doctors of Drum Island,PSY,5
[ ],2799,Wapol - Holy Night Ruckus,INT,5
[ ],2800,Charlotte Brulee - Little Sister Taking Care of Her Brother,PSY,5
[ ],2801,Luffytaro & Zorojuro - Land of Wano Visitor,Dual,5
[ ],2802,Luffytaro & Zorojuro - Land of Wano Savior,Dual,6
[ ],2803,Sangoro,QCK,5
[ ],2804,Soba Mask,QCK,6
[ ],2805,Usohachi,STR,4
[ ],2806,Usohachi - Toad-Oil Salesman,STR,5
[ ],2807,Franosuke,INT,4
[ ],2808,Franosuke - Carpenter,INT,5
[ ],2809,Carrot - Ninja-Pirate-Mink-Samurai Alliance,DEX,4
[ ],2810,Carrot: Kingsbird - Ninja-Pirate-Mink-Samurai Alliance,DEX,5
[ ],2811,Okiku - Teahouse Waitress,STR,4
[ ],2812,Okiku - Teahouse Beauty,STR,5
[ ],2813,"Shutenmaru - Chief, Atamayama Thieves Brigade",DEX,5
[ ],2814,Sabo: Revolutionary Army Chief of Staff - The True Identity of Flame-Flame Fruit Winner Lucy,QCK,6+
[ ],2815,Otama - Bestest Birthday Ever,PSY,5
[ ],2816,Otsuru - Teahouse Owner,PSY,5
[ ],2817,Tenguyama Hitetsu,STR,5
[ ],2818,Free Global Slot,,
[ ],2819,Free Global Slot,,
[ ],2820,Eustass Kid - The Shining Stars of the Prison Yard,DEX,5
[ ],2821,Basil Hawkins - He Who Follows the Powerful,QCK,5
[ ],2822,Trafalgar Law - Ninja-Pirate-Mink-Samurai Alliance,DEX,5
[ ],2823,"X Drake - Animal Kingdom Pirates, Tobi Roppo",STR,5
[ ],2824,Boa Hancock - Legendary Woman in a Kimono,DEX,4
[ ],2825,Boa Hancock - Snake Princess in a Kimono,DEX,5
[ ],2826,Dracule Mihawk - Legendary Man in a Kimono,STR,4
[ ],2827,Dracule Mihawk - Master Swordsman in a Kimono,STR,5
[ ],2828,Sir Crocodile - Legendary Man in a Kimono,QCK,4
[ ],2829,Sir Crocodile - King of the Desert in a Kimono,QCK,5
[ ],2830,Free Global Slot,,
[ ],2831,Marco & Ace - Dual Flames of the Whitebeard Pirates,Dual,5
[ ],2832,Akainu - Critical Moment of an Era,DEX,5
[ ],2833,Sengoku: Neo - Navy HQ Fleet Admiral,DEX,4
[ ],2834,Nami & Robin - The Lovely Ladies of the Straw Hat Crew,Dual,5
[ ],2835,Nami & Robin - Break Time for the Lovely Ladies,Dual,6
[ ],2836,Charlotte Pudding - Love and Determination,INT,5
[ ],2837,Charlotte Pudding - Love and Separation,INT,6
[ ],2838,Lady Alvida - The Clown's Partner,DEX,4
[ ],2839,Lady Alvida - The Genius Jester's Partner,DEX,5
[ ],2840,Tashigi - Captain's Kindness Towards the Injured,INT,4
[ ],2841,Tashigi - Captain's Kindness Towards Children,INT,5
[ ],2842,Perona - Watchful Princess,DEX,4
[ ],2843,Perona - Attentive Princess,DEX,5
[ ],2844,Sangoro - Special Soba,INT,4
[ ],2845,Sangoro - Soba Cart Cook,INT,5
[ ],2846,Big Eater Jewelry Bonney - Captain of the Bonney Pirates,DEX,5
[ ],2847,Mansherry - Dande-Donor Request,INT,5
[ ],2848,Sugar - Defeating the Hero,INT,5
[ ],2849,Baby 5 - The Arms-Arms Fruit's Full-Body Weapon,INT,5
[ ],2850,Rebecca & Viola - Princesses of Dressrosa,Dual,5
[ ],2851,Carrot - Bath Time Wonderland,DEX,5
[ ],2852,Emporio Ivankov: Neo - Queen of New Kama Land,PSY,4
[ ],2853,Belo Betty - During the Revolutionary Army Strategy Meeting Break,PSY,5
[ ],2854,Koala - During the Revolutionary Army Strategy Meeting Break,PSY,5
[ ],2855,Charlotte Custard - Sweet Party!,INT,5
[ ],2856,Charlotte Smoothie - Sweet Party!,DEX,5
[ ],2857,Charlotte Flampe - Sweet Party!,PSY,5
[ ],2858,Charlotte Brulee - Sweet Party!,INT,5
[ ],2859,Arlong Pirates - Invaders of the East Blue,Dual,5
[ ],2860,Arlong Pirates - Pirates of the Superior Race,Dual,6
[ ],2861,Red-Hair Pirates - Pirates Making Merry at the Feast,Dual,5
[ ],2862,Red-Hair Pirates - Pirates Fighting for Their Friends,Dual,6
[ ],2863,Krieg & Gin - Survivors From the Grand Line,Dual,4
[ ],2864,Krieg & Gin - Rulers of the East Blue,Dual,5
[ ],2865,Klahadore & Django - Secret Assassination Plot,Dual,4
[ ],2866,Kuro & Django - Captains of the Black Cat Pirates,Dual,5
[ ],2867,Buggy Pirates - Clowns Seeking Great Treasure,Dual,5
[ ],2868,Marco the Phoenix - Blue-Flamed Mythical Beast,QCK,6+
[ ],2869,Komurasaki - Oiran with the Kitsune Mask,PSY,5
[ ],2870,Monkey D. Luffy - Dawn of Adventure,STR,5
[ ],2871,"Roronoa Zoro - Number 1, the Promise Keeper",DEX,5
[ ],2872,"Nami - Number 2, the Seeker of Aid",INT,5
[ ],2873,"Usopp - Number 3, the Village Protector",PSY,5
[ ],2874,"Sanji - Number 4, Searching for the Miracle Sea",QCK,5
[ ],2875,Straw Hat Pirates - Youths Embarking on a Dream,STR,5
[ ],2876,Mr. 0 - Duel in the Underground Temple,INT,5
[ ],2877,Miss All Sunday - Flower-Flower Fruit User,PSY,5
[ ],2878,Unluckies,DEX,5
[ ],2879,Nefeltari Vivi - Sprint to the South Gate of Alubarna,PSY,5
[ ],2880,Mr. 2 Bon Clay - Top-Flight Swan,PSY,5
[ ],2881,Sir Crocodile - Behind the Unlikely Alliance,STR,5
[ ],2882,Buggy - An Unlikely Alliance,STR,5
[ ],2883,Douglas Bullet - The One with Invincible Strength,QCK,5
[ ],2884,Buena Festa - Mastermind of the Pirate Expo,QCK,5
[ ],2885,Cipher Pol No. 9 - Spandam & His Reliable Subordinates,STR,5
[ ],2886,Cipher Pol No. 9: Neo - Spandam & His Reliable Subordinates,QCK,5+
[ ],2887,Nightmare Luffy - Nightmare-Ending Warrior,DEX,5
[ ],2888,Nami - Thriller Bark's Beautiful Bride,QCK,5
[ ],2889,Brook - Humming Swordsman,STR,5
[ ],2890,Gecko Moria - Ruler of the Misty Seas,STR,5
[ ],2891,Jigoro of the Wind & Inuppe - Shadows of the Swordsman and Cook,STR,5
[ ],2892,Sogeking - Hero from Sniper Island,QCK,5
[ ],2893,Jinbe - Battle Between Wounded Allies,STR,5
[ ],2894,Mihawk & Perona - Residents of the Ruins of the Muggy Kingdom,Dual,5
[ ],2895,Mihawk & Perona - Rulers of the Ruins of the Muggy Kingdom,Dual,6
[ ],2896,Silvers Rayleigh - Guidance for a New Era,PSY,5
[ ],2897,Dark King Rayleigh - Guidance for a New Era,PSY,6
[ ],2898,Emporio Ivankov - The Cook's Many Trials,PSY,4
[ ],2899,Emporio Ivankov - The Cook's Natural Enemy,PSY,5
[ ],2900,Heracles - Glinston's Open Air Classroom,STR,4
[ ],2901,Heracles - Glinston Forest's Hero,STR,5
[ ],2902,Bartholomew Kuma - Rampage on Sabaody Archipelago,PSY,4
[ ],2903,Bartholomew Kuma - Protecting the Ship on Sabaody Archipelago,PSY,5
[ ],2904,Zorojuro - Breaking News! Wanted Poster of Luffytaro,STR,5
[ ],2905,Orobi - Breaking News! Wanted Poster of Luffytaro,DEX,5
[ ],2906,Usohachi - Breaking News! Wanted Poster of Luffytaro,QCK,5
[ ],2907,Franosuke - Breaking News! Wanted Poster of Luffytaro,STR,5
[ ],2908,Dogstorm - Reunion Duel,STR,5
[ ],2909,Free Global Slot,,
[ ],2910,Hody Jones - Coup d'Etat of Betrayal,STR,5
[ ],2911,Camie - Many Friends,PSY,5
[ ],2912,Vander Decken IX - Proof of a Twisted Love,STR,5
[ ],2913,Shirahoshi - Commitment to Protecting an Island,INT,5
[ ],2914,Lucy - Corrida Coliseum Finals Battle Royale,STR,5
[ ],2915,Rebecca - Corrida Coliseum Finals: Battle Royale,PSY,5
[ ],2916,Bartolomeo - Corrida Coliseum Finals: Battle Royale,DEX,5
[ ],2917,Jesus Burgess - Corrida Coliseum Finals: Battle Royale,STR,5
[ ],2918,Diamante - Corrida Coliseum Finals: Battle Royale,STR,5
[ ],2919,Free Global Slot,,
[ ],2920,Big Mom - Grieving Emperor,INT,5
[ ],2921,"""Garuda"" Vinsmoke Judge: Neo",STR,4
[ ],2922,Kaido - Deity Who Protects the Land,INT,5
[ ],2923,Kaido: Neo - Deity Who Protects the Land,STR,5+
[ ],2924,PLEASURES - Animal Kingdom Pirates Fighter: STR Platoon Squad Member,STR,3
[ ],2925,PLEASURES - Animal Kingdom Pirates Fighter: DEX Platoon Squad Member,DEX,3
[ ],2926,PLEASURES - Animal Kingdom Pirates Fighter: QCK Platoon Squad Member,QCK,3
[ ],2927,PLEASURES - Animal Kingdom Pirates Fighter: PSY Platoon Squad Member,PSY,3
[ ],2928,PLEASURES - Animal Kingdom Pirates Fighter: INT Platoon Squad Member,INT,3
[ ],2929,Free Global Slot,,
[ ],2930,Free Global Slot,,
[ ],2931,Otama - Bonding with Komachiyo,STR,5
[ ],2932,Diamond Jozu - Ice-Shattering Diamond,INT,5
[ ],2933,Cat Viper - Stubborn King of the Night,QCK,5
[ ],2934,Portgas D. Ace - Strength of Unyielding Flames,STR,5
[ ],2935,Monkey D. Luffy - Straw Hat Pirates: Mark of Adventure,PSY,4
[ ],2936,Monkey D. Luffy - Straw Hat Pirates: Mark of a Fierce Battle,PSY,5
[ ],2937,Roronoa Zoro - Straw Hat Pirates: Mark of Adventure,PSY,4
[ ],2938,Roronoa Zoro - Straw Hat Pirates: Mark of a Fierce Battle,PSY,5
[ ],2939,Nami - Straw Hat Pirates: Mark of Adventure,PSY,4
[ ],2940,Nami - Straw Hat Pirates: Mark of a Fierce Battle,PSY,5
[ ],2941,Usopp - Straw Hat Pirates: Mark of Adventure,PSY,4
[ ],2942,Usopp - Straw Hat Pirates: Mark of a Fierce Battle,PSY,5
[ ],2943,Sanji - Straw Hat Pirates: Mark of Adventure,PSY,4
[ ],2944,Sanji - Straw Hat Pirates: Mark of a Fierce Battle,PSY,5
[ ],2945,Tony Tony Chopper - Straw Hat Pirates: Mark of Adventure,PSY,4
[ ],2946,Tony Tony Chopper - Straw Hat Pirates: Mark of a Fierce Battle,PSY,5
[ ],2947,Nico Robin - Straw Hat Pirates: Mark of Adventure,PSY,4
[ ],2948,Nico Robin - Straw Hat Pirates: Mark of a Fierce Battle,PSY,5
[ ],2949,Franky - Straw Hat Pirates: Mark of Adventure,PSY,4
[ ],2950,Franky - Straw Hat Pirates: Mark of a Fierce Battle,PSY,5
[ ],2951,Brook - Straw Hat Pirates: Mark of Adventure,PSY,4
[ ],2952,Brook - Straw Hat Pirates: Mark of a Fierce Battle,PSY,5
[ ],2953,Borsalino - Mighty Flash,INT,5
[ ],2954,Fujitora - Flame-Cutting Gravity,INT,6+
[ ],2955,Carrot - Awakened True Nature: Sulong,STR,5
[ ],2956,Mr. 0 - Combat With No Rules,INT,5
[ ],2957,Monkey D. Luffy - Future-Confronting Bullet,STR,5
[ ],2958,Monkey D. Luffy - Future-Surpassing Python,STR,6
[ ],2959,Sabo - Brotherly Bond,STR,5
[ ],2960,Sabo - Fiery Bond,STR,6
[ ],2961,Charlotte Katakuri - Future-Reading Haki,INT,5
[ ],2962,Charlotte Katakuri - Future-Controlling Haki,INT,6
[ ],2963,Marshall D. Teach - Emperor,INT,5
[ ],2964,Blackbeard - Emperor,INT,6
[ ],2965,Boa Hancock - Affection for Straw Hat Luffy,STR,4
[ ],2966,Boa Hancock - Dedication to Straw Hat Luffy,STR,5
[ ],2967,Trafalgar Law - Life's Meaning,STR,4
[ ],2968,Trafalgar Law - Life's Desire,STR,5
[ ],2969,Eneru - Merciless Lightning,INT,4
[ ],2970,Kami Eneru - Merciless Lightning,INT,5
[ ],2971,Donquixote Doflamingo - Soaring Demon,INT,4
[ ],2972,Donquixote Doflamingo - Hope-Crushing Heavenly Demon,INT,5
[ ],2973,Nami - Celebrate the Astonishing Cruise,INT,5
[ ],2974,Tony Tony Chopper - Celebrate the Astonishing Cruise,STR,5
[ ],2975,Fleet Admiral Sakazuki - Evil-Burning Justice,INT,5
[ ],2976,Cavendish - Beautiful Noble of the Coliseum,STR,5
[ ],2977,Monkey D. Luffy - Celebrate the Astonishing Cruise,DEX,5
[ ],2978,Sanji - Flames of Anger Burning,STR,5
[ ],2979,Eustass Kid - Dragon-Challenging Young Captain,DEX,5
[ ],2980,Eustass Kid - Dragon-Challenging Magnetic Captain,DEX,6
[ ],2981,Basil Hawkins - Subordinate to the Dragon,DEX,5
[ ],2982,Basil Hawkins the Magician - Subordinate to the Dragon,DEX,6
[ ],2983,Page One,DEX,4
[ ],2984,"Page One - Animal Kingdom Pirates, Tobi Roppo",DEX,5
[ ],2985,X Drake - Former Drake Pirates,DEX,4
[ ],2986,"""Red Flag"" X Drake - Former Drake Pirates",DEX,5
[ ],2987,Soba Mask - Phantom of the Germa 66,DEX,5
[ ],2988,Toko - Girl from the Capital,DEX,5
[ ],2989,Rob Lucci - Penetrating Dark Justice,DEX,5
[ ],2990,King,DEX,5
[ ],2991,Garp the Fist - Grandfather of the Future King of the Pirates,PSY,6+
[ ],2992,Kyoshiro - Mercy Towards the Guilty,DEX,5
[ ],2993,Gyukimaru,DEX,5
[ ],2994,Okiku - Teahouse Girl with a Secret,DEX,5
[ ],2995,Zorojuro - Straw-Splitting Sword,STR,5
[ ],2996,Sandersonia & Marigold - The Snake-Snake Fruit Sisters,DEX,5
[ ],2997,Marguerite - Straw Hat Luffy's Savior,STR,5
[ ],2998,Grandma Nyon,INT,5
[ ],2999,Luffy & Hancock - Alliance Formed for the Sake of Training,Dual,5
[ ],3000,Stussy - Behind-the-Scenes Dark Justice,QCK,5
[ ],3001,Big Mom - Angry Emperor,INT,5
[ ],3002,Charlotte Katakuri - General Barring the Way,STR,4
[ ],3003,Charlotte Perospero - Lick-Lick Fruit Candyman,DEX,5
[ ],3004,Bartholomew Kuma - Willingly Taking on Hell,QCK,5
[ ],3005,"Gecko Moria - Nightmare of 1,000 Shadows",QCK,5
[ ],3006,Smoker - Sailor with an Unwavering Sense of Justice,QCK,5
[ ],3007,Smoker the White Hunter - Sailor with an Unwavering Sense of Justice,QCK,6
[ ],3008,Sugar - Shocked Creator of Toys,QCK,5
[ ],3009,Sugar - Queen of Toys,QCK,6
[ ],3010,Caesar Clown - Gas-Gas Fruit User,QCK,4
[ ],3011,Master Caesar - Gas-Gas Fruit User,QCK,5
[ ],3012,Jewelry Bonney - Worst Generation in Hiding,QCK,4
[ ],3013,Big Eater Jewelry Bonney - Worst Generation in Hiding,QCK,5
[ ],3014,Emporio Ivankov - Engineer of the Human Body,QCK,4
[ ],3015,Emporio Ivankov - Miraculous Engineer of the Human Body,QCK,5
[ ],3016,Blackbeard - Darkness Writhing in Hell,QCK,5
[ ],3017,Gyukimaru on Bandit's Bridge,QCK,5
[ ],3018,"""Dark King"" Silvers Rayleigh - Old Soldier Watching Over the Next Generation",DEX,6+
[ ],3019,Vinsmoke Ichiji - The Science Military's True Worth,QCK,5
[ ],3020,Vinsmoke Niji - The Science Military's True Worth,QCK,5
[ ],3021,Vinsmoke Yonji - The Science Military's True Worth,QCK,5
[ ],3022,Vinsmoke Reiju - The Science Military's True Worth,INT,5
[ ],3023,"Tony Tony Chopper - Number 5, His Heart Healed",PSY,5
[ ],3024,"Nico Robin - Number 6, Her Wish Shouted Aloud",INT,5
[ ],3025,"Whitebeard - At the Top, but Not on the Throne",QCK,5
[ ],3026,Trafalgar Law - Alliance to Change the Land of Wano,PSY,5
[ ],3027,Trafalgar Law - Alliance to Liberate the Land of Wano,PSY,6
[ ],3028,Monkey D. Luffy - Ninja-Pirate-Mink-Samurai Alliance,PSY,4
[ ],3029,Monkey D. Luffy - Alliance to Challenge the Dragon,PSY,5
[ ],3030,Sabo - Revolutionary Army Chief of Staff in Kimono,PSY,4
[ ],3031,Sabo - Revolutionary Army Chief of Staff as a Samurai,PSY,5
[ ],3032,Orobi & Bonekichi - Straw Hats Undercover,INT,5
[ ],3033,Sangoro & Franosuke - Straw Hats Undercover,STR,5
[ ],3034,Zorojuro & Chopperemon - Straw Hats Undercover,DEX,5
[ ],3035,Onami & Usohachi - Straw Hats Undercover,QCK,5
[ ],3036,Kaido - Creature Who Rules the Animal Kingdom,QCK,5
[ ],3037,Boa Hancock - Time Off on the Beach,PSY,5
[ ],3038,Boa Hancock - Vacation on the Evening Beach,PSY,6
[ ],3039,Rebecca - Royal Time Off,PSY,4
[ ],3040,Rebecca - Royal Vacation,PSY,5
[ ],3041,Nico Robin - Time Off in the Shade,PSY,4
[ ],3042,Nico Robin - Nighttime Vacation on the Beach,PSY,5
[ ],3043,Viola - Royal Time Off,PSY,4
[ ],3044,Viola - Royal Vacation,PSY,5
[ ],3045,Charlotte Linlin - Charlotte Family Vacation,PSY,5
[ ],3046,Charlotte Pudding - Charlotte Family Vacation,PSY,5
[ ],3047,Kami Eneru - Deity Seeking the World of Dreams,PSY,5
[ ],3048,Knight of the Sea Jinbe - Return of the Ritual Cup,DEX,6+
[ ],3049,Orochi,STR,5
[ ],3050,Charlotte Flampe - Charlotte Family Vacation,PSY,5
[ ],3051,Alvida - Elegantly Enjoying the Festival,PSY,5
[ ],3052,Buggy - Flashily Enjoying the Festival,DEX,5
[ ],3053,Hatchan: Neo - Takoyaki Shop Manager,DEX,4
[ ],3054,Free Global Slot,,
[ ],3055,Free Global Slot,,
[ ],3056,Nefeltari Vivi - Princess at the Summer Festival,PSY,4
[ ],3057,Nefeltari Vivi - Princess Enjoying the Summer Festival,PSY,5
[ ],3058,Perona - Ghost Princess at the Summer Festival,DEX,4
[ ],3059,Perona - Ghost Princess Enjoying the Summer Festival,DEX,5
[ ],3060,Nami & Sanji - Cheery Summer Festival,Dual,5
[ ],3061,Calgara & Noland - Ringing the Bell of Promise,PSY,5
[ ],3062,Conis - The Girl Who Defies a God,INT,5
[ ],3063,Kaku - CP-AIGIS 0,STR,5
[ ],3064,Luffy & Sanji - One-Sided Duel,Dual,5
[ ],3065,Luffy & Sanji - A Joint Struggle Underpinned by Trust,Dual,6
[ ],3066,Nami - Farewell Slap,PSY,4
[ ],3067,Nami - A Welcoming Embrace,PSY,5
[ ],3068,Capone Bege - Invitation to the Tea Party,STR,4
[ ],3069,"Capone ""Gang"" Bege - Assassination Plot at the Tea Party",STR,5
[ ],3070,Germa 66 - Science Military,PSY,5
[ ],3071,Germa 66 - Science Military Seeking Revenge,PSY,6
[ ],3072,Sweet 3 Generals - Big Mom's Children,STR,5
[ ],3073,Sweet 3 Generals - Big Mom's Powerful Children,STR,6
[ ],3074,Rebecca - Dance Initiate,STR,4
[ ],3075,Rebecca - Dancing Daughter of a Hero,STR,5
[ ],3076,Nefeltari Vivi - Dance Initiate,QCK,4
[ ],3077,Nefeltari Vivi - Dancing Princess,QCK,5
[ ],3078,Soul King Brook - A Musician Who Fights With Soul,PSY,5
[ ],3079,"Capone ""Gang"" Bege - Immovable Fortress",INT,6+
[ ],3080,Carrot - A Wonderland of Cake,PSY,5
[ ],3081,ChoBro - A Delicious World of Cake,STR,5
[ ],3082,Usoland - The Sniper's Path,STR,5
[ ],3083,Okiku - The Masked Swordswoman,STR,5
[ ],3084,Free Global Slot,,
[ ],3085,Perospero - Troublesome Candy,STR,5
[ ],3086,Pedro - Feud from Five Years Ago,STR,5
[ ],3087,Count Niwatori - Feud from Five Years Ago,STR,5
[ ],3088,Mystoms - Mystery Savior,STR,5
[ ],3089,Aladdin - Last Bastion,STR,5
[ ],3090,Katakuri - The Final Battle,DEX,5
[ ],3091,Big Mom - Emperor on the Hunt,STR,5
[ ],3092,Flampe - Disdain for a Gross Brother,QCK,4
[ ],3093,Perospero - Surviving the Explosion,DEX,4
[ ],3094,Jinbe - Attack From the Sea,PSY,5
[ ],3095,Franky - The Greatest Transformation of All Time,DEX,5
[ ],3096,Leo & Wicca & Cub,QCK,5
[ ],3097,Sengoku - Former Navy HQ Fleet Admiral,STR,5
[ ],3098,Sakazuki & Borsalino - Strength of the Most Powerful,Dual,5
[ ],3099,Mihawk: Lord of the Night - Happy Spooky Halloween!,INT,5
[ ],3100,Mihawk: Lord of the Never-Ending Night - Happy Spooky Halloween!,INT,6
[ ],3101,Law: Midnight Doctor - Happy Spooky Halloween!,INT,5
[ ],3102,Law: Midnight Lord - Happy Spooky Halloween!,INT,6
[ ],3103,Hancock: Midnight Party - Happy Spooky Halloween!,INT,4
[ ],3104,Hancock: Queen of the Midnight Party - Happy Spooky Halloween!,INT,5
[ ],3105,Buggy: Mischievous Jester - Happy Spooky Halloween!,INT,4
[ ],3106,Buggy: Mischievous Jester of Terror - Happy Spooky Halloween!,INT,5
[ ],3107,Moria & Perona - Beginning of the Nightmare,INT,5
[ ],3108,Crocodile: Ruler of the Night - Happy Spooky Halloween!,INT,5
[ ],3109,Robin: Sweet Night - Happy Spooky Halloween!,INT,5
[ ],3110,Page One - Rampaging Spinosaurus,INT,5
[ ],3111,Petty Officer Coby: Neo,INT,4
[ ],3112,Sanji: Halloween Dinner - Happy Spooky Halloween!,INT,5
[ ],3113,Chiffon: Sweet Mother - Happy Spooky Halloween!,INT,5
[ ],3114,Big Mom: Sweet Halloween Night - Happy Spooky Halloween!,INT,5
[ ],3115,Pudding: Sweet Witch - Happy Spooky Halloween!,INT,5
[ ],3116,Free Global Slot,,
[ ],3117,Shanks: Moon Knight - Happy Spooky Halloween!,INT,5
[ ],3118,Shanks: Moon Knight King - Happy Spooky Halloween!,INT,6
[ ],3119,Free Global Slot,,
